displacement,kilowatts,mileage,price,year,transmission_encoded,type_encoded
1.6,88,246000,30900,2015,0,2
2.0,110,257000,26500,2017,0,2
2.0,110,147400,40990,2019,2,2
1.0,81,8,46980,2023,2,5
1.0,70,12300,32000,2022,0,5
1.6,85,146760,40990,2019,2,5
2.0,110,135991,50990,2021,2,2
2.0,110,141000,37700,2018,2,2
2.0,110,229650,36900,2018,2,5
2.0,110,110000,41700,2018,0,5
1.9,77,227000,7400,2008,0,0
1.2,51,190000,8900,2012,0,0
2.0,110,250000,5500,2007,0,2
1.6,66,20000,9800,2012,0,0
1.4,63,103763,7400,2008,0,0
1.9,74,224000,5790,2002,0,0
1.9,77,250000,9900,2008,0,2
1.9,66,300000,5300,2002,0,2
1.9,77,304000,8900,2005,0,2
1.9,77,233333,9500,2006,2,2
2.0,103,301454,14750,2013,0,2
1.6,77,230000,12999,2012,0,2
1.2,55,241000,11300,2014,0,1
1.6,77,245000,12600,2012,0,2
1.6,66,180000,12600,2013,0,0
1.6,77,234000,12600,2012,0,0
1.6,77,214000,14200,2013,0,2
1.6,66,263000,13500,2014,0,2
1.6,66,264000,10300,2012,0,0
2.0,81,249000,15600,2010,0,5
1.6,81,187385,18990,2016,2,2
2.0,81,179000,17200,2010,0,5
2.0,110,238564,23999,2016,0,5
1.6,77,360000,19900,2016,0,2
1.6,85,170000,23600,2018,0,2
2.0,110,380,21500,2013,2,2
1.6,66,164000,22900,2017,0,2
2.0,110,225120,22900,2013,2,2
2.0,110,189000,33200,2016,2,2
1.6,88,150020,40990,2021,2,2
1.6,66,231000,8950,2010,0,0
1.9,66,256700,6700,2006,0,1
1.9,74,300000,9500,2005,0,2
1.2,55,380000,7800,2011,0,0
1.2,55,215000,7800,2010,0,0
1.2,63,231000,8850,2010,0,1
1.9,77,223000,9300,2007,0,2
1.9,77,328000,8200,2006,0,2
1.4,55,265000,5300,2004,0,0
1.2,55,198000,11500,2011,0,0
1.9,77,299999,10700,2006,0,2
1.6,66,220000,11900,2012,0,0
1.2,77,195876,11700,2011,0,2
2.0,103,251823,14500,2011,2,2
1.6,81,291000,18000,2014,0,2
1.6,77,189000,15500,2010,0,2
2.0,103,278000,16000,2011,2,2
2.0,103,298000,15000,2009,0,2
2.0,103,276000,17000,2011,2,2
1.4,66,139100,15450,2017,0,0
1.6,77,230000,19999,2013,0,2
1.4,66,171000,15300,2015,0,0
2.0,110,209000,36900,2018,0,5
2.0,110,1,72500,2023,2,5
2.0,110,187447,38990,2018,2,2
2.0,110,120000,36300,2018,2,2
1.6,55,183000,8400,2010,0,0
1.9,77,150000,9600,2009,0,2
1.2,44,175354,5200,2011,0,0
1.4,51,261000,6990,2009,0,0
1.4,51,170000,6800,2008,0,0
1.6,66,223,9200,2010,0,0
1.6,77,213000,13800,2013,0,2
2.0,103,294290,15000,2010,0,3
2.0,105,230000,12600,2010,0,5
1.6,77,196000,13900,2010,0,2
1.6,77,252542,10900,2010,0,2
1.6,77,296000,11800,2009,0,2
1.6,77,373000,17500,2014,0,2
2.0,110,493000,17000,2014,0,2
2.0,110,178000,47700,2019,2,2
2.0,110,164000,39900,2018,0,5
2.0,110,224365,39999,2018,2,5
1.6,88,281124,31500,2015,0,2
1.6,85,230000,38200,2018,2,2
2.0,140,136000,60000,2018,2,5
1.6,88,240000,33000,2017,2,2
1.2,51,147001,8650,2010,0,0
1.6,77,245000,13200,2011,0,2
1.6,77,248000,12900,2011,2,2
1.6,77,270447,10300,2010,0,2
2.0,103,264523,12900,2011,2,2
1.6,85,168000,32900,2019,2,5
1.6,85,190000,35000,2018,2,2
1.6,85,141200,35900,2019,0,5
1.6,85,103250,34900,2018,0,5
1.9,77,190000,13000,2009,0,2
1.4,66,230000,14500,2015,0,0
1.0,44,165223,12600,2018,0,0
1.6,66,172103,11700,2013,0,0
1.6,77,192350,12000,2014,0,0
1.6,77,211000,13990,2011,0,2
1.9,77,270000,10500,2008,0,2
1.6,66,260000,10800,2012,0,0
2.0,103,351000,13499,2011,2,2
1.6,77,230000,14950,2009,0,2
1.6,77,317000,10900,2012,0,2
2.0,103,231100,14750,2010,0,2
1.6,77,245000,14550,2012,0,2
2.3,103,270562,12500,2009,0,2
1.9,77,216100,11900,2010,0,2
1.6,77,244000,10900,2010,0,2
1.6,77,261311,11700,2010,2,2
1.6,66,237500,9900,2010,0,0
1.8,132,190000,16200,2013,2,2
2.0,103,248000,11800,2010,0,2
1.6,66,1,12000,2012,0,1
2.0,103,249000,13900,2009,0,3
2.0,81,345000,12000,2012,0,2
1.9,81,327000,4900,2001,0,2
1.9,47,348000,3900,2000,0,0
1.4,44,270183,3450,2001,0,0
1.3,50,170000,2300,1999,0,0
1.9,96,350000,4500,2003,0,2
1.2,47,240000,2900,2004,0,0
1.4,50,198000,3500,2001,0,0
1.4,55,241968,3700,2000,0,0
1.4,50,190000,3100,2001,0,0
1.6,77,189000,9600,2011,0,0
1.0,44,235000,7300,2014,0,0
1.9,66,278925,5999,2004,0,2
1.9,74,324878,5850,2003,0,0
1.2,55,255000,8900,2011,0,1
1.9,66,150000,4300,2002,0,2
1.6,77,208000,9950,2010,0,0
1.9,77,274000,7850,2008,0,2
1.6,77,287000,9400,2010,0,2
1.9,74,222000,5900,2003,0,0
1.9,74,370000,5500,2006,0,0
2.0,103,221244,13999,2010,0,5
1.6,77,230000,10400,2011,0,0
2.0,110,190000,13700,2014,0,2
1.2,55,119000,10900,2013,0,1
2.0,103,270000,13800,2011,2,2
1.2,55,76800,10400,2011,0,0
2.0,81,256000,15999,2010,0,5
1.6,81,197000,19900,2016,0,2
1.6,81,258000,18000,2016,0,2
2.0,125,285000,18900,2011,2,4
2.0,135,251000,23500,2013,0,2
1.6,85,179000,23900,2017,2,2
2.0,110,201000,21000,2015,0,3
2.0,135,328000,23500,2015,2,4
2.0,103,251000,24900,2014,2,5
1.6,81,272000,21900,2016,0,2
2.0,110,248000,19950,2013,2,2
2.0,110,137000,26700,2013,2,2
1.6,88,250000,29000,2016,0,2
2.0,135,262700,25500,2014,2,4
2.0,110,191000,26900,2018,2,2
1.6,85,160232,36900,2019,2,5
1.6,85,158000,35500,2020,0,5
2.0,110,232000,27999,2017,0,2
2.0,110,219775,30800,2015,2,2
2.0,110,140000,41950,2017,0,5
2.0,140,172000,49900,2020,2,2
2.0,147,8,98235,2023,2,5
1.2,47,216923,3800,2005,0,0
1.9,74,220000,4500,2002,0,0
1.9,66,294124,4500,2000,0,2
1.4,40,176000,4150,2004,0,0
1.2,47,254365,3650,2003,0,0
1.2,77,256000,9800,2014,2,1
1.9,74,280000,6300,2006,0,0
1.9,66,231000,6350,2007,0,2
1.2,55,245000,8300,2011,0,0
1.2,44,253000,7300,2010,0,0
1.4,51,389363,6500,2007,0,0
1.9,66,365000,7950,2009,0,2
1.9,77,332000,8500,2007,0,2
1.9,105,150000,8900,2008,0,2
1.9,77,261000,11500,2009,0,2
1.8,112,168504,14350,2013,2,5
2.0,81,194000,13700,2010,0,5
1.6,77,260000,12550,2013,2,2
1.6,77,221400,12550,2011,0,2
1.6,55,226459,10299,2014,0,0
2.0,103,240000,17000,2011,0,3
2.0,103,232458,17900,2011,2,5
1.6,77,255000,18000,2013,0,2
2.0,81,235123,14999,2010,0,5
1.6,85,250000,24500,2018,2,2
1.6,85,220000,21900,2018,2,2
1.6,85,207,22950,2019,0,2
1.6,85,177000,23500,2017,0,2
1.6,81,255640,22000,2014,0,2
1.6,88,152600,28500,2017,2,2
1.5,110,176000,28500,2020,0,5
1.6,81,240000,27000,2016,0,2
2.0,135,166000,28999,2015,2,3
1.6,88,257000,28500,2019,2,2
2.0,110,198000,25200,2017,0,2
1.6,85,190000,28800,2020,0,2
2.0,147,1,98595,2023,2,2
1.5,110,66500,35500,2019,0,2
3.6,191,215000,32900,2019,2,2
2.0,85,3,67078,2023,2,5
2.0,110,92000,46500,2020,2,2
2.0,147,148000,63900,2019,2,5
1.2,44,212000,8300,2010,0,0
1.9,66,332000,5900,2005,0,2
1.9,47,356000,5900,2007,0,0
1.4,59,299000,8200,2008,0,0
1.6,75,262000,7650,2007,0,2
1.2,44,247000,7650,2011,0,0
1.9,77,260000,8950,2007,0,2
1.6,75,210000,9600,2009,0,2
1.6,77,274000,8950,2011,0,0
1.6,77,271000,11600,2012,0,2
1.9,66,252761,10500,2008,0,2
1.9,77,295000,12300,2009,0,2
1.6,77,115000,13950,2012,0,2
1.6,77,236000,10600,2011,0,0
1.6,77,233953,13200,2010,0,2
1.9,77,285000,10250,2009,0,2
1.6,77,251000,11400,2011,0,0
2.0,103,220000,13999,2009,0,5
1.6,77,244000,10900,2010,2,2
1.6,77,258000,10700,2012,0,2
2.0,110,289000,18500,2016,0,2
1.0,70,110000,18000,2018,0,2
1.6,81,265000,17900,2015,0,2
2.0,103,153000,18700,2012,0,2
2.0,110,256000,18300,2014,0,2
2.0,103,242858,22500,2014,2,5
1.6,81,230000,22700,2016,0,2
1.6,85,140000,28500,2020,0,0
1.6,85,175250,23950,2018,0,2
1.5,110,5,48149,2023,0,5
2.0,140,183205,47500,2018,2,5
2.0,110,187357,42500,2020,2,5
2.0,140,153000,48750,2020,2,5
1.0,85,1,41296,2024,2,0
2.0,140,250000,34000,2018,2,2
2.0,110,168678,41900,2020,2,2
1.2,55,239000,9500,2011,0,0
1.2,55,236000,9700,2012,0,0
2.0,90,300000,8900,2008,0,2
1.9,74,285000,7500,2007,0,0
1.2,55,230000,8550,2010,0,0
1.9,74,269000,6000,2005,0,0
1.9,66,303000,8700,2009,0,2
1.2,55,215000,7850,2011,0,0
1.9,96,390000,10000,2004,0,4
1.9,77,293000,8000,2006,0,2
1.6,55,221321,9600,2010,0,0
1.2,51,260000,5850,2007,0,1
2.0,147,177000,14999,2012,2,2
1.6,77,299000,12499,2011,0,2
2.0,81,181000,13990,2013,0,5
1.6,77,247514,12899,2013,0,2
1.6,77,225200,10900,2013,0,1
1.6,77,250000,11900,2010,0,2
2.0,125,230000,17000,2011,2,2
1.6,77,245000,19450,2014,2,2
1.6,77,254000,15900,2012,2,2
1.6,77,246000,16500,2013,0,2
1.6,77,336000,15000,2016,0,2
1.6,81,265000,22500,2015,0,2
1.6,85,142840,31600,2018,2,2
2.0,110,83883,51000,2020,2,5
2.0,140,176000,43000,2020,2,2
1.0,110,5,44761,2024,0,5
2.0,110,102200,56000,2019,2,5
2.0,110,198500,45600,2017,2,5
2.0,110,185300,43900,2018,2,5
2.0,110,190500,35500,2018,0,5
2.0,110,216800,37700,2019,2,5
1.6,85,165700,33900,2019,2,5
2.0,110,188000,43300,2019,2,5
1.6,85,154500,33700,2019,0,5
1.2,51,237000,6200,2008,0,1
1.6,77,248000,11700,2012,0,0
1.6,55,243271,8200,2012,0,0
1.2,44,128000,7900,2012,0,0
1.2,55,208000,8900,2010,0,0
1.9,77,265679,8600,2006,0,2
2.0,147,161524,13990,2010,2,2
1.6,77,267000,15200,2014,0,2
1.4,44,257000,4400,2002,0,0
1.6,77,264000,12400,2012,0,2
1.6,77,260000,12500,2011,0,2
1.2,55,247541,10599,2012,0,0
1.9,47,240000,5200,2006,0,0
2.0,81,309000,14400,2011,0,5
1.6,77,215000,10000,2011,0,0
1.6,66,184000,11400,2010,0,0
1.2,51,205000,10500,2011,0,1
1.6,77,226000,12300,2012,0,2
2.0,103,262000,15600,2011,2,2
1.6,77,185000,18900,2014,0,2
2.0,103,217000,16200,2013,0,2
1.4,66,178000,17500,2016,0,0
1.6,77,230000,16000,2011,0,2
2.0,110,151000,32990,2018,0,2
1.6,85,150224,32900,2018,2,5
2.0,195,3,93957,2023,2,5
2.0,147,5,94835,2024,2,5
1.6,66,99000,30200,2018,0,2
2.5,114,315000,5600,2002,0,2
1.2,51,230000,5850,2007,0,1
1.2,55,192777,9900,2011,0,0
1.6,66,180432,14800,2013,0,2
1.6,77,259000,13650,2013,0,2
1.9,55,157913,10450,2011,0,0
1.6,77,249241,11950,2010,0,2
2.0,135,170000,41000,2019,2,3
2.0,110,106122,51900,2020,0,2
2.0,85,18000,48900,2021,2,2
1.6,77,212000,12600,2011,0,2
1.6,77,269972,13950,2012,2,2
1.9,77,277000,10500,2006,0,2
1.6,77,282000,13400,2011,2,2
1.6,55,252000,10100,2012,0,0
1.6,55,150000,9600,2010,0,0
1.6,77,295000,10700,2012,0,2
2.0,103,255000,12900,2008,0,2
1.6,77,161000,14500,2010,2,2
1.6,77,231232,13600,2013,0,2
1.6,85,223,26400,2018,0,2
1.6,75,295000,7450,2006,0,2
1.9,77,220000,13900,2010,2,2
1.6,77,245400,10900,2010,0,2
1.9,77,261000,11500,2009,0,2
1.2,47,192000,3600,2003,0,0
1.9,47,350000,4550,2001,0,0
1.4,44,220000,3150,2002,0,0
1.2,40,180000,3000,2004,0,0
1.4,118,280000,3600,2004,0,2
1.2,47,210321,4200,2005,0,0
1.9,81,280000,4200,2002,0,2
1.4,44,150000,2450,2001,0,0
1.9,66,310000,5100,2005,0,2
1.4,44,261211,2750,2001,0,0
1.9,50,250000,4150,2001,0,0
1.9,66,346000,5000,2001,0,2
1.6,66,234000,8750,2011,0,0
1.9,77,323000,7900,2006,2,4
1.9,66,340000,6500,2002,0,2
1.9,66,272000,5300,2002,0,0
1.4,59,223916,7200,2008,0,0
1.9,77,270000,9999,2009,0,2
1.9,66,304800,7000,2008,0,2
1.2,55,270000,9500,2011,0,0
1.6,77,177000,9500,2009,0,2
1.6,77,260000,12490,2011,0,2
1.2,77,132000,12300,2014,0,0
1.6,77,231000,12300,2010,0,2
1.6,77,167000,13590,2011,0,2
2.0,103,336852,12999,2012,2,2
1.8,118,168000,14999,2013,2,5
2.0,103,190000,13700,2014,0,2
2.0,103,314407,9900,2011,0,2
2.0,103,216343,14350,2011,0,5
1.6,55,230000,10700,2014,0,0
1.6,75,340000,10400,2009,0,2
2.0,77,270364,10550,2010,0,2
1.6,77,236913,15500,2013,0,2
2.0,103,247000,16850,2011,0,3
2.0,110,194000,18800,2014,2,2
1.6,77,256000,18300,2013,0,2
2.0,110,212000,19500,2015,0,2
1.6,81,349000,15500,2015,0,2
1.4,66,235000,19400,2017,2,2
2.0,125,252000,16300,2009,0,2
2.0,125,315000,17200,2012,2,4
1.6,77,240000,16900,2016,0,2
1.4,66,184000,16900,2018,0,0
1.6,85,205000,23500,2017,2,2
1.6,77,135977,23999,2014,0,2
2.0,135,290000,21000,2017,2,2
1.0,85,147249,20950,2019,0,2
1.6,85,255000,20900,2017,2,2
2.0,110,252000,20900,2013,0,2
1.6,81,191000,23000,2017,0,2
1.6,77,248000,23900,2014,2,2
2.0,81,175000,20500,2014,0,5
1.6,85,177000,21500,2018,0,2
2.0,110,219800,25800,2018,2,2
1.6,85,318000,19900,2017,0,2
1.6,88,170564,26990,2018,2,2
2.0,110,220000,28200,2019,2,2
1.6,85,120000,28500,2019,0,2
1.6,85,150000,28900,2019,0,2
1.6,66,137562,27990,2017,0,2
1.6,85,195000,26500,2018,2,2
1.6,85,169868,29500,2018,2,2
1.0,70,46190,27500,2019,0,0
2.0,110,173718,29900,2019,0,2
1.6,81,170000,25000,2017,2,2
1.6,85,144000,26900,2019,0,2
1.6,85,155000,26999,2018,2,2
2.0,135,210000,27999,2018,2,2
2.0,110,67500,41900,2021,0,2
2.0,140,200500,55900,2020,2,5
2.0,140,250000,36900,2016,2,2
2.0,110,166000,46900,2020,2,5
2.0,110,179284,29000,2018,2,2
1.6,85,110000,31900,2018,2,2
2.0,135,162000,32600,2020,2,2
1.6,75,288000,2200,2002,0,2
1.3,43,219000,1900,2002,0,0
1.9,81,418700,3700,2002,0,2
1.4,40,192226,3500,2001,0,0
1.2,47,245000,2900,2003,0,0
1.9,66,290000,4000,2001,0,2
1.9,74,300000,4300,2003,0,0
1.2,55,192000,8200,2011,0,0
1.9,77,361123,8650,2006,2,2
1.2,44,211300,7750,2010,0,0
1.9,74,209000,6400,2008,0,0
2.0,103,28635,7800,2006,0,2
1.4,51,252125,7200,2007,0,0
1.2,55,241567,7650,2011,0,0
1.2,55,275000,7300,2010,0,0
1.6,66,265000,9900,2011,0,0
1.4,51,306000,5800,2006,0,0
1.9,77,352868,9100,2007,0,2
1.9,77,350000,7950,2006,0,2
1.9,74,320000,4900,2001,0,0
1.9,47,279000,4850,2001,0,0
2.0,103,225000,14400,2011,2,2
1.6,66,197,11000,2012,0,0
2.0,81,183000,14300,2010,0,5
1.2,44,116000,10900,2014,0,0
1.6,81,243000,16800,2015,0,2
1.6,77,269000,15000,2014,2,2
1.6,77,280000,15999,2014,0,2
1.8,132,146000,15999,2013,2,2
2.0,81,148300,15990,2010,0,5
1.6,77,256000,14800,2013,0,2
1.6,77,232156,17700,2013,0,2
1.2,63,127000,16000,2016,0,2
2.0,103,223000,23450,2015,2,2
1.6,81,224000,19700,2014,0,2
1.6,81,170210,24400,2016,2,2
1.6,81,152000,25000,2018,0,2
1.6,85,216000,24750,2019,2,2
2.0,135,267000,25500,2015,2,4
1.6,85,147000,28900,2019,2,2
2.0,110,112000,59999,2020,2,2
2.0,140,195000,54900,2020,2,5
1.6,85,153191,35990,2018,0,5
1.4,110,102000,31000,2018,0,2
2.0,110,270200,43500,2020,0,5
2.0,140,243158,31800,2017,2,2
2.0,110,246000,30700,2019,2,2
2.0,140,41000,62500,2020,2,2
1.9,66,190000,7200,2009,0,2
1.9,77,278000,8500,2008,0,2
2.0,103,350000,7500,2004,0,2
1.2,55,200000,7800,2011,0,0
1.2,44,203000,7999,2012,0,0
1.2,55,240000,7800,2010,0,0
1.9,47,266000,5900,2004,0,0
1.9,77,320000,6500,2005,0,2
1.9,77,305412,9500,2008,0,2
2.0,103,250000,8200,2008,0,2
1.4,55,277366,6000,2004,0,0
1.9,77,158000,10000,2008,0,2
1.2,63,225000,11700,2014,0,2
2.0,103,233000,12999,2010,2,2
1.6,77,260000,9900,2012,0,2
1.6,77,267000,10900,2009,0,2
1.6,77,242000,12600,2010,0,2
1.6,77,295464,11500,2013,0,2
1.6,77,163000,14400,2010,0,2
2.0,103,271000,11900,2008,0,3
1.6,77,254000,14900,2012,2,2
1.4,110,171000,15200,2013,2,2
2.0,110,340000,18799,2015,2,2
2.0,103,242000,17650,2012,2,2
1.6,81,255000,17500,2016,0,2
2.0,125,220630,19350,2010,2,2
2.0,103,330000,14000,2011,2,2
2.0,103,213000,17500,2013,2,3
1.6,77,255000,21850,2014,0,2
2.0,110,139000,24900,2016,0,2
1.6,81,274000,22000,2016,0,2
1.6,77,125000,24000,2015,0,2
1.6,81,170000,22900,2018,0,2
1.6,85,126000,23800,2017,0,2
2.0,125,248,20200,2012,0,4
1.6,85,227722,22900,2018,2,2
2.0,110,121000,30800,2018,0,2
2.0,110,151000,33300,2018,0,2
1.6,85,149878,41990,2020,2,5
1.6,88,113634,41990,2018,2,2
2.0,110,8,61045,2023,2,2
2.0,150,46000,76900,2022,2,5
1.6,88,191497,31950,2016,2,2
1.2,55,199000,8299,2010,0,0
1.6,66,206000,9200,2010,0,0
1.2,55,244500,7700,2010,0,0
1.2,55,196000,9200,2010,0,0
2.0,104,260000,8500,2006,0,2
1.9,74,268000,7000,2006,0,0
1.6,55,240000,8500,2010,0,0
1.2,77,150000,7900,2010,0,0
2.0,102,196000,10000,2007,0,2
1.2,55,258100,8500,2011,0,0
1.6,81,335000,14500,2014,0,2
1.6,77,229000,11900,2010,0,2
1.6,77,232450,11550,2012,0,2
2.0,103,220000,13900,2013,2,2
1.6,81,259400,18450,2016,0,2
2.0,110,217800,19900,2014,2,2
1.6,77,230000,15450,2014,0,2
2.0,110,287000,17700,2014,0,2
1.6,77,260000,14100,2013,0,2
2.0,110,180,16500,2015,0,2
1.6,105,268000,15900,2013,0,2
2.0,140,190000,44199,2019,2,5
2.0,110,260000,33500,2016,0,2
2.0,110,4,57984,2024,2,2
1.4,55,232000,4950,2003,0,0
1.2,55,223000,9200,2012,0,0
1.9,47,322000,6600,2007,0,0
1.9,77,256124,8500,2005,2,2
1.9,74,265696,5900,2002,0,0
1.2,55,132000,9600,2011,0,0
1.9,74,362200,5700,2003,0,0
1.2,51,110000,7700,2011,0,0
1.2,55,150000,8200,2010,0,0
2.0,125,324000,12900,2011,0,2
2.0,81,194000,14200,2010,0,5
1.0,55,70000,14000,2015,0,0
1.6,77,250000,12900,2012,0,2
2.0,103,291518,11500,2011,0,2
1.6,77,251000,12900,2012,0,2
1.6,77,180100,18100,2013,2,2
1.6,77,218000,16900,2013,0,2
1.6,77,180000,19500,2013,0,2
2.0,103,140000,16000,2009,2,2
1.6,88,207000,29900,2017,0,2
1.6,85,171094,34950,2019,2,5
1.6,88,110000,33500,2017,0,2
2.0,110,200800,33900,2016,0,2
1.0,59,1,32527,2024,0,0
1.9,74,360000,6000,2006,0,2
1.2,51,92000,8600,2010,0,0
1.4,51,230000,7500,2007,0,0
1.6,66,239000,9900,2010,0,0
1.2,51,232500,6400,2011,0,0
1.2,50,127000,7200,2009,0,0
1.2,44,278000,5500,2007,0,0
1.2,47,135612,5950,2007,0,0
1.2,51,132000,8500,2012,0,0
1.9,77,430000,8700,2005,0,2
1.9,47,260000,5300,2004,0,0
1.6,77,228000,13500,2011,0,2
1.6,77,145000,12450,2013,0,1
2.0,110,314000,12500,2012,0,2
1.6,77,242000,11900,2013,0,2
1.6,77,280000,11800,2012,0,2
1.6,77,230000,10200,2011,0,0
1.0,44,140000,13000,2015,0,0
2.0,81,300000,10800,2012,0,2
2.0,110,192400,26900,2016,0,2
1.4,92,255000,9800,2012,2,2
1.2,55,200000,8900,2011,0,0
1.6,66,2,9800,2012,0,0
1.9,77,318121,11000,2009,0,2
1.6,77,249600,12900,2013,0,2
1.6,77,233000,9750,2009,0,2
1.6,66,278000,9999,2011,0,0
2.0,103,224000,16600,2011,0,5
2.0,176,135000,65000,2020,2,5
2.0,103,257000,14950,2011,2,2
1.9,77,240000,12500,2009,0,2
1.6,77,208640,13700,2012,0,2
1.2,51,160500,10400,2014,0,0
1.6,77,178000,12999,2010,0,2
1.6,77,217000,10800,2011,0,2
1.6,77,251000,14900,2014,0,2
2.0,103,255000,14000,2008,2,2
2.0,110,67937,34500,2019,0,2
1.0,81,1,43000,2023,0,5
1.6,66,192390,13000,2014,0,2
1.6,77,267059,13900,2012,0,2
1.6,77,280000,12990,2011,0,2
1.2,55,283000,8500,2011,0,0
1.2,55,252972,8000,2011,0,0
1.6,66,269000,9200,2010,0,0
1.6,77,250000,11650,2009,0,2
1.9,66,290000,3750,2001,0,2
1.2,44,184000,7950,2009,0,0
2.0,125,255000,14250,2012,0,5
2.0,81,250700,13950,2010,0,5
1.4,55,340000,4300,2003,0,0
1.6,77,209217,11300,2014,0,2
1.9,77,280000,8300,2006,0,2
1.6,85,129523,35800,2019,2,5
1.9,77,382000,8000,2007,0,2
1.6,85,250000,21000,2016,0,2
1.6,77,197497,11550,2011,0,2
1.9,47,270000,4200,2000,0,0
1.9,47,220000,4400,2001,0,0
1.4,50,280000,3650,2003,0,0
1.9,81,334554,3600,2001,0,2
1.9,47,290990,3900,2002,0,0
1.9,66,477255,4500,2003,0,2
1.2,85,273000,5000,2006,0,0
1.9,66,300000,3300,1999,0,2
1.4,50,245000,2999,2002,0,0
1.2,40,222836,4350,2003,0,0
1.4,55,230000,3999,2003,0,0
1.2,77,221000,7800,2010,0,1
1.9,77,202000,9900,2008,0,2
2.0,103,274000,7000,2004,0,2
1.9,77,340000,7800,2006,0,2
2.0,81,279000,15000,2011,0,5
1.6,77,290000,12900,2011,2,2
1.6,77,184000,14450,2010,2,2
1.6,77,186000,13700,2011,0,5
2.0,103,230000,12950,2010,0,5
1.6,77,237,13200,2014,0,2
1.2,77,183000,12500,2011,0,5
2.0,103,260000,14200,2012,0,2
1.6,55,190000,10900,2010,0,0
2.0,81,233562,16300,2012,0,5
1.6,77,231200,18950,2013,0,2
1.6,85,217446,17900,2015,0,2
2.0,110,251000,17900,2013,2,2
2.0,110,337000,17990,2015,2,2
1.6,77,300000,15300,2014,0,2
2.0,103,265000,15800,2010,2,3
1.9,77,207000,16700,2014,0,2
1.6,81,200000,19999,2014,0,2
2.0,103,275000,13200,2012,0,5
1.0,85,170000,20900,2018,0,2
2.0,110,249000,22900,2018,2,2
1.6,85,217600,22500,2017,2,2
2.0,110,190500,22500,2014,0,2
1.6,85,201000,20500,2017,0,2
2.0,135,201000,23699,2015,0,4
2.0,110,204000,27900,2018,2,2
2.0,110,207000,25500,2018,2,2
2.0,110,194282,28500,2017,2,2
2.0,135,287000,23990,2015,2,3
1.0,81,102056,23950,2019,2,0
2.0,110,176000,29900,2020,2,2
1.6,85,154564,29500,2019,2,2
2.0,110,201000,29900,2019,2,2
1.6,85,198000,27500,2019,2,2
1.6,85,199000,27500,2018,2,2
1.6,85,241000,38900,2019,2,5
2.0,140,177000,46900,2019,2,5
2.0,147,1,96000,2023,2,2
1.5,110,1,50000,2023,0,5
1.0,85,57000,31000,2020,0,0
2.0,110,157000,48500,2019,2,5
2.0,110,281978,36000,2018,2,2
2.0,110,213000,31300,2018,0,2
2.0,85,180000,38900,2021,0,2
2.0,147,93000,75000,2021,2,5
1.9,48,150000,5350,2003,0,0
1.2,55,157913,8750,2011,0,0
1.9,77,321000,8500,2005,0,2
1.2,55,190000,8450,2010,0,0
1.2,44,181000,9000,2010,0,0
1.2,55,193585,7300,2010,0,0
1.2,44,359900,8500,2014,0,0
1.6,55,240000,9500,2010,0,0
1.6,77,230000,10500,2011,0,2
1.6,77,277700,12000,2010,0,1
1.6,55,187500,10500,2014,0,0
1.6,77,254915,11000,2010,0,2
2.0,110,259000,18300,2015,0,2
1.6,77,231079,16900,2013,2,2
1.6,77,300000,15400,2014,0,2
2.0,110,390000,16800,2013,2,2
2.0,103,247000,15500,2011,0,2
2.0,103,134888,17500,2012,0,3
2.0,103,153673,18500,2012,0,2
1.6,81,200000,15900,2014,2,2
2.0,103,230777,15250,2012,2,2
2.0,110,216000,22000,2015,2,2
1.6,77,325000,19500,2014,0,2
2.0,110,188488,30500,2019,2,2
2.0,140,118451,66900,2019,2,5
2.0,110,155442,46500,2019,2,5
2.0,140,123000,63800,2020,2,5
2.0,110,35000,57500,2021,2,5
1.2,55,201000,9500,2011,0,0
2.0,110,111111,6800,2006,0,2
1.6,66,200000,9699,2011,0,0
1.4,55,195852,7300,2008,0,0
1.2,51,132000,7900,2012,0,0
1.2,47,135632,5800,2007,0,0
1.9,77,300000,9800,2008,0,2
1.2,55,295000,6500,2009,0,0
1.9,77,308000,9500,2006,0,2
1.6,77,347000,9800,2010,0,2
1.2,77,205000,13000,2012,0,5
1.6,77,265000,10300,2010,0,2
1.6,55,185000,11950,2014,0,0
1.6,77,270000,11950,2010,0,2
2.0,103,271537,12800,2013,0,2
2.0,81,224000,13900,2013,0,2
2.0,81,235000,13900,2012,0,2
1.6,77,268352,11500,2011,0,2
1.0,44,158000,10300,2013,0,0
1.6,77,305000,15550,2013,0,2
2.0,103,229000,15100,2011,0,2
1.6,77,256000,18800,2015,0,2
2.0,125,243500,16250,2009,0,2
1.6,77,220000,16500,2010,0,2
2.0,110,249500,16900,2013,2,2
1.4,66,245000,16000,2016,0,0
1.6,85,185000,34900,2019,2,5
2.0,85,15000,42000,2023,0,2
2.0,110,192000,34900,2016,2,2
2.0,125,308000,8800,2007,0,2
1.2,55,252364,6950,2010,0,0
1.2,55,239235,8200,2010,0,0
1.6,66,310000,9800,2011,0,1
1.9,77,299000,8990,2006,0,2
1.6,55,173700,9500,2011,0,0
1.9,77,250000,9900,2008,0,2
1.2,44,197000,7800,2010,0,0
1.4,50,212000,8800,2010,0,0
1.9,77,270000,7450,2007,0,2
2.0,103,410000,7200,2005,0,2
2.0,103,248200,13400,2009,0,5
1.6,77,225000,13900,2012,0,2
